0.2906275 -0.02444798 -0.06359592 -0.08284282 0.4075025 0.3048102 0.1403385 0.4003546 0.1989907 0.4029389
0.3824478 -0.0148114 -0.05747078 -0.09336796 0.440906 0.3665635 0.1886894 0.4327616 0.2403874 0.328195
0.2977429 0.02310317 -0.0129088 -0.09093311 0.3412002 0.3122763 0.1531382 0.4172694 0.1911489 0.2985317
0.2900882 0.02720202 0.05838056 -0.08644554 0.3683772 0.3222298 0.1439543 0.4081619 0.1600907 0.2916366
0.2546628 0.03899953 0.0381331 -0.07416757 0.3028654 0.2378074 0.1188214 0.2882024 0.09793395 0.2313043
0.2673698 -0.02295737 -0.01108645 -0.06985668 0.3247087 0.2956343 0.1568289 0.3728509 0.1352277 0.262368
0.2048044 -0.02221919 0.005393262 -0.06069535 0.2680157 0.2456916 0.1355459 0.3128566 0.1276575 0.2824953
0.2664514 -0.06582222 -0.03287046 -0.04292917 0.3619335 0.2864514 0.1497806 0.3233585 0.1217127 0.2197319
0.209035 -0.03215014 0.01006624 -0.04342782 0.3383817 0.2882584 0.1357889 0.3374018 0.1312965 0.202811
0.2330666 0.007770147 0.03138532 -0.04390804 0.2790958 0.2335441 0.1604466 0.2984482 0.1666465 0.3051733
0.2440289 -0.02928623 -0.001924394 -0.09454815 0.2625098 0.2430882 0.1510948 0.3504892 0.1617874 0.4065348
0.2488086 -0.07352137 -0.0449019 -0.1071671 0.2746748 0.2262576 0.1489146 0.2988142 0.1435828 0.4487054
0.2319269 -0.04187963 -0.01911018 -0.07471368 0.2575016 0.2023684 0.1295041 0.2678443 0.1120591 0.4081916
0.2997086 -0.05548107 -0.0538773 -0.1170817 0.2801837 0.2003506 0.1544679 0.2567752 0.172472 0.4297618
0.3204904 -0.07655915 -0.07593286 -0.1658427 0.3235047 0.2496898 0.2219057 0.3145997 0.2267049 0.4987987
0.3354745 -0.01731765 -0.0250735 -0.1451855 0.236523 0.1959143 0.1151338 0.2623312 0.1415846 0.4089115
0.2845745 -0.007751277 -0.01391546 -0.09243554 0.3053485 0.2496729 0.1447872 0.3175827 0.1693493 0.3402766
0.2491615 0.0522332 0.02137593 -0.07751531 0.3802428 0.3159716 0.1077267 0.3759863 0.1393144 0.2796501
0.276672 0.08542085 0.02024242 -0.04921053 0.4431646 0.4096022 0.2441165 0.4964989 0.281171 0.3608459
0.2998151 -0.007278431 -0.05282648 -0.1142356 0.362863 0.3188247 0.1567228 0.4289917 0.2104313 0.3285837
0.2138731 -0.002784324 -0.00708731 -0.06284539 0.3496114 0.3693834 0.1731348 0.5549023 0.2332518 0.2693
0.2922026 0.01408364 0.001584721 -0.03338557 0.271406 0.2621923 0.1187334 0.4067728 0.1461456 0.2575666
0.2303636 0.01728434 -0.009697423 -0.01712314 0.2656852 0.2371134 0.0941706 0.3370351 0.1098851 0.2381249
0.2669007 -0.009623401 -0.01221859 -0.0667832 0.2513446 0.2365602 0.0861341 0.3183769 0.1059108 0.2010014
