0.390635 0.02723421 -0.03947328 -0.03631942 0.4615313 0.3455467 0.160063 0.4635692 0.1851719 0.3691678
0.3144169 -0.08306364 -0.1485791 -0.1167764 0.5695334 0.4974743 0.3127981 0.5923903 0.3138731 0.462365
0.3605051 -0.1065202 -0.1540965 -0.1158783 0.5780297 0.520309 0.3431585 0.5881562 0.3507128 0.4562906
0.307444 -0.1379415 -0.1757077 -0.1324748 0.5406288 0.536397 0.3189482 0.6225466 0.3647556 0.4626798
0.2745506 -0.09453219 -0.1108439 -0.0724825 0.5763054 0.5654529 0.3128742 0.6476642 0.3445412 0.3670739
0.3111717 -0.04140932 -0.06463841 -0.08337207 0.4738989 0.4533963 0.2367475 0.5214167 0.2760829 0.3549909
0.3612012 -0.04712795 -0.1141729 -0.1320263 0.5187387 0.4866285 0.2243757 0.5705546 0.2808009 0.3086816
0.3573734 -0.06515565 -0.172802 -0.1339028 0.5322066 0.4884461 0.300026 0.5788139 0.3223884 0.3994603
0.2860559 -0.08608826 -0.1335789 -0.1105889 0.5626507 0.5384857 0.3222374 0.6327806 0.3510966 0.3820561
0.2999727 -0.08125084 -0.1398884 -0.1214498 0.5818662 0.5351022 0.3545767 0.6063583 0.3560302 0.3888095
0.311285 -0.09526364 -0.130034 -0.1430916 0.5598827 0.5043732 0.3516576 0.5699908 0.3261204 0.4301248
0.2923697 -0.08764267 -0.1227684 -0.1251871 0.5015784 0.5019659 0.3106978 0.6282977 0.3079135 0.3929897
0.3267862 -0.09924387 -0.1460046 -0.1709775 0.5809724 0.5653245 0.3230792 0.6498747 0.3096856 0.3741816
0.340992 -0.07942397 -0.1648533 -0.1165178 0.4426247 0.4565264 0.2673698 0.5586631 0.2752267 0.3094335
0.3318984 -0.06834507 -0.1426264 -0.1053869 0.4526964 0.4761595 0.2979955 0.6013379 0.3097822 0.3462689
0.3001858 -0.1024533 -0.1632667 -0.1200748 0.4078424 0.455679 0.3073023 0.6022386 0.3471648 0.4085329
0.2701969 -0.1055919 -0.1620813 -0.1422589 0.4715606 0.4982477 0.3185455 0.6207651 0.356973 0.4658297
0.2388669 -0.06225036 -0.1375828 -0.09838666 0.4095248 0.4188112 0.2750958 0.5250458 0.2985739 0.4094931
0.2386909 -0.04937318 -0.1138506 -0.09537387 0.4784773 0.4739643 0.3133922 0.5557929 0.3486609 0.4077739
0.263749 -0.1123853 -0.1896837 -0.1203919 0.5185656 0.5062976 0.2978195 0.6116429 0.3351285 0.3471223
0.3112691 -0.09636149 -0.1899945 -0.1357103 0.5057526 0.4800865 0.2543813 0.5734838 0.2694779 0.3334102
0.3617797 -0.1326243 -0.2224683 -0.1326807 0.51149 0.5279955 0.2769662 0.6534357 0.3037182 0.3429556
0.3289685 -0.02406011 -0.09009284 -0.09128861 0.4908778 0.5185042 0.3205493 0.6565139 0.3526668 0.4493892
0.3603136 -0.05676596 -0.1479714 -0.09100327 0.448628 0.489976 0.3150543 0.6428311 0.367576 0.3897048
