-0.1656279 -0.1245955 -0.1600725 0.04287449
-0.02019575 -0.2473663 -0.2013088 0.04271053
-0.1424375 -0.3259106 -0.360229 -0.0125612
-0.1590568 -0.3894959 -0.5341285 -0.09705245
-0.2216881 -0.298772 -0.4364847 0.0237355
-0.2600465 -0.3550217 -0.4853447 0.07627681
-0.2557055 -0.5056918 -0.64584 0.1117932
-0.4498218 -0.4479807 -0.5332103 0.009132546
-0.3656381 -0.5135697 -0.6271949 -0.1721561
-0.2366525 -0.6266836 -0.6583645 -0.1339718
-0.4980356 -0.6483025 -0.5470208 -0.1066687
-0.5085919 -0.7251034 -0.5850459 -0.09949115
-0.6362434 -0.6185265 -0.5269823 -0.1186957
-0.4936691 -0.6226236 -0.5021392 -0.1446271
-0.5658558 -0.6099304 -0.4533939 -0.08617835
-0.7161802 -0.7015067 -0.5889884 -0.190306
-0.7149469 -0.6232579 -0.6115584 -0.05466737
-0.6661231 -0.5705856 -0.5999937 -0.0989891
-0.7634249 -0.6996598 -0.5052875 -0.04588433
-0.6965966 -0.626668 -0.5401858 -0.1341517
-0.7568215 -0.5292345 -0.5691532 -0.2067573
-0.6963591 -0.65638 -0.57791 -0.2454543
-0.6403729 -0.6439318 -0.6548252 -0.09445822
-0.7235904 -0.7075798 -0.7381936 -0.1127794
