-0.0978798 -0.1064207 -0.02894624 0.1070887
-0.102964 -0.1012282 -0.08046638 0.1871093
-0.2564381 -0.02498175 -0.004962172 0.2114715
-0.3208133 0.1060168 0.075329 0.2790555
-0.3802456 0.1790846 0.1197264 0.3391916
-0.4566705 0.1585205 0.1900502 0.3314246
-0.3721019 0.1687761 0.2029816 0.3689551
-0.4925505 0.130363 0.05787608 0.3019182
-0.5448923 0.1445168 0.004048166 0.2293825
-0.498306 0.05009932 -0.05677074 0.2297806
-0.457988 0.08277078 0.06390998 0.3121445
-0.4562262 -0.03664262 0.0144329 0.1978625
-0.5713377 -0.1003113 -0.09186432 0.2097108
-0.3654562 -0.1235469 -0.1357233 0.100325
-0.4815704 -0.2464938 -0.2361724 0.09278864
-0.6216276 -0.2491384 -0.2441539 -0.01625237
-0.5194132 -0.4058462 -0.3315372 -0.005774588
-0.5553623 -0.3665616 -0.3513421 -0.07794885
-0.7216199 -0.5461466 -0.4744681 -0.04421159
-0.7900715 -0.5195106 -0.3792593 -0.05084777
-0.7140793 -0.4643999 -0.3155766 -0.03448643
-0.6702859 -0.4811052 -0.4117648 -0.0998592
-0.6880954 -0.5529857 -0.3807595 -0.09051003
-0.7403096 -0.5244029 -0.3968013 0.008256611
