0.608578 0.05428585 -0.09528178 0.04000875 0.5207113 0.2616861 0.1421201 0.4798394 0.06958777 0.4464036
0.4794308 0.0429923 -0.08828508 -0.003125856 0.4660316 0.1693057 0.1533263 0.3978939 0.1006138 0.5288742
0.5802763 0.02112429 -0.1198677 0.02569793 0.487426 0.17022 0.0943252 0.4035377 0.05419418 0.5071035
0.5273242 -0.06911806 -0.2110314 -0.006616346 0.5388138 0.2707344 0.2180135 0.4729976 0.1510294 0.5802691
0.6266873 -0.02590216 -0.1987262 -0.03333868 0.5089789 0.2504563 0.1686273 0.5866832 0.1778663 0.5275097
0.55218 0.05224983 -0.1514403 -0.03934211 0.4821172 0.1896702 0.1232343 0.4555145 0.1516097 0.5666751
0.6259537 0.005405227 -0.1585487 0.01147257 0.6056484 0.2462571 0.1625411 0.4519389 0.114832 0.524079
0.5351029 0.02951674 -0.1391213 -0.03129121 0.5535661 0.2381568 0.1461625 0.5010603 0.1236069 0.681875
0.5897518 0.05784312 -0.1765144 -0.02398198 0.5488283 0.1869447 0.1183886 0.4500458 0.07994777 0.5512602
0.5724577 0.01674492 -0.175959 -0.01501487 0.5846701 0.2374503 0.1935748 0.4687974 0.0918093 0.6468534
0.6361579 -0.01751346 -0.1127223 0.0374971 0.5323136 0.2436612 0.1343271 0.51163 0.1080763 0.4346071
0.5862671 0.01189561 -0.1577835 0.001559232 0.6071682 0.269754 0.0943989 0.5049186 0.09287723 0.4025591
0.5761447 -0.01435335 -0.2131077 -0.04781678 0.6222673 0.3565135 0.1528016 0.6309987 0.1630461 0.4531412
0.5688963 0.0853155 -0.08762118 0.03329342 0.5585763 0.269238 0.1622057 0.5212204 0.0702873 0.4271603
0.5454793 0.03401663 -0.1258402 0.03843506 0.5209289 0.2604911 0.1009331 0.5168658 0.08844781 0.4750926
0.5556947 0.04575878 -0.112572 0.0326733 0.5473607 0.2573595 0.1198406 0.5120869 0.1062369 0.4450394
0.4769346 0.0008968422 -0.1375557 -0.03666166 0.5299192 0.2677071 0.09191202 0.506146 0.0501137 0.4150208
0.5549054 -0.03576886 -0.1885831 0.005734946 0.5179772 0.2256297 0.1675436 0.5361808 0.1060841 0.4904375
0.5942269 0.01764439 -0.1500937 0.004775348 0.4641243 0.1351652 0.1279911 0.3711408 0.03633085 0.4886901
0.6323645 -0.05029161 -0.1422307 -0.04771033 0.5008069 0.2011493 0.1131854 0.4000844 0.07244826 0.4725829
0.5237561 -0.006235154 -0.1493241 0.007508413 0.4686107 0.1274146 0.09541494 0.3872108 0.005098898 0.5112553
0.562357 0.0161945 -0.1163237 -0.0382969 0.5720812 0.2176195 0.1835216 0.4150784 0.1077653 0.5346096
0.5935097 -0.002062538 -0.1463129 0.01059458 0.5006288 0.2054613 0.1703784 0.4868182 0.1095718 0.5446811
0.5766834 -0.01543906 -0.1606224 -0.02610435 0.5903727 0.2758833 0.1488654 0.5227065 0.1222349 0.5029188
